"TraceType","Single"
"TriggerType",""
"SamplePeriod","0:0:1:0:0"
"SampleRate","1"
"ExternalFileStorage","False"
"MaxSamplesPerFile","4500"
"MaxDataSetSize","100"
"TargetDirectory","C:\OMRON\Data\DataTrace\"
"FilePrefix",""

"SampleTimingType","cyclic"
"TaskName","BaseControl"
"SamplingInterval","1"
"Triggers","True:InvertedU_trajV2.FSM_Status_InvertedU:GreaterThen:10"
"PostTriggerDataRatio","100"
"StartOnRun","False"
"EnableRealTimeDisplay","False"
"BehaviorWhenMax","Stop"

"TriggerRecordTime","1775582943910000000"
"StartRawTime","1775582943910000000"
"Index","Date","ClockTime","RawTime","TraceSampID","R_Delta3.Monitor.CmdPosCartesian.Base.x.Pos:LREAL","R_Delta3.Monitor.CmdPosCartesian.Base.y.Pos:LREAL","R_Delta3.Monitor.CmdPosCartesian.Base.z.Pos:LREAL","R_Delta3.Monitor.CmdPosCartesian.Base.x.Vel:LREAL","R_Delta3.Monitor.CmdPosCartesian.Base.y.Vel:LREAL","R_Delta3.Monitor.CmdPosCartesian.Base.z.Vel:LREAL","R_Delta3.Monitor.CmdPosCartesian.Base.x.Acc:LREAL","R_Delta3.Monitor.CmdPosCartesian.Base.y.Acc:LREAL","newPieceAvailable:BOOL","R_Delta3.Monitor.CmdPosCartesian.Base.z.Acc:LREAL","R_Delta3.Monitor.CmdPosCartesian.Base.TCP.Vel_Trans:LREAL","R_Delta3.Monitor.CmdPosCartesian.Base.TCP.Acc_Trans:LREAL","R_Delta3.TrajV2.Monitor.Status.Movement.MovingSync:BOOL","R_Delta3.TrajV2.Monitor.Status.Movement.Stopped:BOOL","R_Delta3.TrajV2.Monitor.Status.Movement.Aborting:BOOL","R_Delta3.TrajV2.Monitor.Status.Movement.LastBlending_Active:BOOL","R_Delta3.TrajV2.Monitor.Status.Movement.MovementInBuffer:BOOL","InvertedU_trajV2.MoveSync:BOOL","R_Delta3.TrajV2.Actions.MoveSync:BOOL"
"1455","2026-04-07","17:29:04.49","1775582944498000000","","259.29427137942986","-149.99119252347595","-760.37140616632792","280.87451273032116","-5.9588556834171413","-576.38339108774517","-331.53738836233515","1885.1668752972728","1","-729.06050246501763","641.20496986873059","486.43703683785589","1","0","0","0","0","0","0"
"1456","2026-04-07","17:29:04.50","1775582944500000000","","259.85460128122907","-149.99737132916511","-761.52650860146673","280.16495089960358","-3.0894028445800359","-577.55121756940753","-354.78091535878775","1434.7264194185527","1","-583.91324083117979","641.92472536771663","359.8777494930232","1","0","0","0","0","0","0"
"1457","2026-04-07","17:29:04.50","1775582944502000000","","260.41341963290313","-149.99966902587818","-762.68336432761896","279.4091758370314","-1.1488483565358365","-578.42786307611505","-377.88753128609187","970.27724402209969","1","-438.32275335375925","642.37808195584967","226.67829406651663","1","0","0","0","0","0","0"
"1458","2026-04-07","17:29:04.50","1775582944504000000","","260.97063460313677","-150","-763.84138965315663","278.60748511682232","-0.16548706091157328","-579.01266276883234","-400.8453601045403","491.68064781213161","1","-292.39984635864857","642.55569548152107","88.806762835702102","1","0","0","0","0","0","0"
"1459","2026-04-07","17:29:04.50","1775582944506000000","","261.52615500301545","-150","-765","277.76019993933687","0","-579.30517342168741","-423.64258874272309","82.74353045578664","1","-146.25532642753569","642.45249834012759","-51.598570696739898","1","0","0","0","0","0","0"
"1460","2026-04-07","17:29:04.50","1775582944508000000","","262.07989033457079","-150","-766.15861034684337","276.8676657776723","0","-579.30517342168741","-446.2670808322855","0","1","0","642.067121340369","-192.6884998792957","1","0","0","0","0","0","0"
"1461","2026-04-07","17:29:04.51","1775582944510000000","","262.63175083906663","-150","-767.31663567238104","275.93025224791745","0","-579.01266276883234","-468.70676487742458","0","1","146.25532642753569","641.399382407134","-333.86946661750017","1","0","0","0","0","0","0"
"1462","2026-04-07","17:29:04.51","1775582944512000000","","263.18164754658721","-150","-768.47349139853327","274.94835376029414","0","-578.42786307611505","-490.94924381165583","0","1","292.39984635864857","640.44936569435117","-475.00835639141314","1","0","0","0","0","0","0"
"1463","2026-04-07","17:29:04.51","1775582944514000000","","263.72949232535632","-150","-769.6285938336722","273.92238938455193","0","-577.55121756946437","-512.98218787110272","0","1","438.32275332533754","639.21739988998479","-615.98290218319107","1","0","0","0","0","0","0"
"1464","2026-04-07","17:29:04.51","1775582944516000000","","264.27519793236763","-150","-770.78136061584757","272.85280350565699","0","-576.38339108768832","-534.79293944747042","0","1","583.91324088802321","637.70405824539","-756.67082229739435","1","0","0","0","0","0","0"
"1465","2026-04-07","17:29:04.51","1775582944518000000","","264.81867806373748","-150","-771.93121115601321","271.74006568492359","0","-574.92527008281513","-556.36891036670022","0","1","729.06050243659593","635.91015833861661","-896.94995338669514","1","0","0","0","0","0","0"
"1466","2026-04-07","17:29:04.52","1775582944520000000","","265.35984740637781","-150","-773.0775670812526","270.58467132016517","0","-573.17796261969534","-577.69718237921097","0","1","873.65373155989801","633.83676225531974","-1036.6980416484353","1","0","0","0","0","0","0"
"1467","2026-04-07","17:29:04.52","1775582944522000000","","265.89862168938225","-150","-774.21985267800471","269.38714150222154","0","-571.14279837605864","-598.76490897181611","0","1","1017.5821218183501","631.48517650343388","-1175.7928759429319","1","0","0","0","0","0","0"
"1468","2026-04-07","17:29:04.52","1775582944524000000","","266.43491773674066","-150","-775.35749533529008","268.14802367920265","0","-568.82132864268442","-619.55891150944353","0","1","1160.7348666871076","628.85695235235414","-1314.1120755398674","1","0","0","0","0","0","0"
"1469","2026-04-07","17:29:04.52","1775582944526000000","","266.96865351976015","-150","-776.489925987937","266.86789150974732","0","-566.21532632345861","-640.06608472766402","0","1","1303.0011596129043","625.95388590729181","-1451.5332225311681","1","0","0","0","0","0","0"
"1470","2026-04-07","17:29:04.52","1775582944528000000","","267.4997482108202","-150","-777.61657955980695","265.5473455300239","0","-563.32678593497576","-660.2729898617099","0","1","1444.270194241426","622.77801861487694","-1587.933646207432","1","0","0","0","0","0","0"
"1471","2026-04-07","17:29:04.53","1775582944530000000","","268.02812223682884","-150","-778.73689540702094","264.18701300431735","0","-560.15792360699379","-680.16626285327675","0","1","1584.4311639909847","619.33163750921199","-1723.1905528324774","1","0","0","0","0","0","0"
"1472","2026-04-07","17:29:04.53","1775582944532000000","","268.55369733401881","-150","-779.85031776118547","262.78754859498576","0","-556.71117708226348","-699.73220466579278","0","1","1723.3732623651576","615.61727589865552","-1857.180805278233","1","0","0","0","0","0","0"
"1473","2026-04-07","17:29:04.53","1775582944534000000","","269.07639660243768","-150","-780.95629617261807","261.34963420943791","0","-552.98920571630106","-718.957192773928","0","1","1860.9856829812088","611.63771379808861","-1989.7810502834545","1","0","0","0","0","0","0"
"1474","2026-04-07","17:29:04.53","1775582944536000000","","269.59614456178633","-150","-782.05428595357353","259.87397967432457","0","-548.99489047772931","-737.82726755666772","0","1","1997.157619285872","607.39597881647626","-2120.8674908061766","1","0","0","0","0","0","0"
"1475","2026-04-07","17:29:04.53","1775582944538000000","","270.11286720694278","-150","-783.14374862146997","258.36132257822442","0","-544.73133394822071","-756.3285480500781","0","1","2131.7782647543027","602.89534679691906","-2250.3160097786008","1","0","0","0","0","0","0"
"1476","2026-04-07","17:29:04.54","1775582944540000000","","270.6264920647892","-150","-784.22415234211451","256.81242892321166","0","-540.20186032227002","-774.44682750638094","0","1","2264.7368129753431","598.13934291691669","-2378.0019400011838","1","0","0","0","0","0","0"
"1477","2026-04-07","17:29:04.54","1775582944542000000","","271.13694825103516","-150","-785.29497237292935","255.22809312298023","0","-535.41001540742172","-792.16790011571447","0","1","2395.9224574241489","593.1317426320802","-2503.8001424182426","1","0","0","0","0","0","0"
"1478","2026-04-07","17:29:04.54","1775582944544000000","","271.64416652755614","-150","-786.35569150617766","253.60913826048659","0","-530.35956662415629","-809.47743124681892","0","1","2525.2243916327188","587.87657286116564","-2627.5848854572814","1","0","0","0","0","0","0"
"1479","2026-04-07","17:29:04.54","1775582944546000000","","272.14807936078205","-150","-787.40580051218944","251.95641661295554","0","-525.05450300589018","-826.36082376552622","0","1","2652.5318091330519","582.37811342735358","-2749.2297169060294","1","0","0","0","0","0","0"
"1480","2026-04-07","17:29:04.54","1775582944548000000","","272.64862097980853","-150","-788.44479858258762","250.2708095132391","0","-519.49903519908958","-842.80354985821759","0","1","2777.7339034003035","576.64089836500227","-2868.6075311756554","1","0","0","0","0","0","0"
"1481","2026-04-07","17:29:04.55","1775582944550000000","","273.14572743587883","-150","-789.47219377351405","248.55322803514923","0","-513.69759546321347","-858.79073904493453","0","1","2900.7198679380508","570.6697177451947","-2985.5903099037846","1","0","0","0","0","0","0"
"1482","2026-04-07","17:29:04.55","1775582944552000000","","273.63933666152991","-150","-790.48750344885525","246.80461282554234","0","-507.65483767060005","-874.30760480344816","0","1","3021.3788963067145","564.46961930854104","-3100.0492183268307","1","0","0","0","0","0","0"
"1483","2026-04-07","17:29:04.55","1775582944554000000","","274.12938853111518","-150","-791.4902547234683","245.02593479263624","0","-501.37563730652346","-889.33901645305014","0","1","3139.6001820382935","558.0459106610565","-3211.8543237422728","1","0","0","0","0","0","0"
"1484","2026-04-07","17:29:04.55","1775582944556000000","","274.61582492098557","-150","-792.47998490640714","243.2181949351957","0","-494.86509146942126","-903.86992872026894","0","1","3255.2729185510998","551.40416130327992","-3320.8746788882877","1","0","0","0","0","0","0"
"1485","2026-04-07","17:29:04.55","1775582944558000000","","275.09858977105284","-150","-793.45624194414813","241.38242503363472","0","-488.12851887049646","-917.88495078048982","0","1","3368.2862994623974","544.55020526102362","-3426.97802112815","1","0","0","0","0","0","0"
"1486","2026-04-07","17:29:04.56","1775582944560000000","","275.57762914600625","-150","-794.41858486381602","239.51968747670094","0","-481.17145983394494","-931.36877846689003","0","1","3478.5295182757636","537.49014358187651","-3530.0308395735556","1","0","0","0","0","0","0"
"1487","2026-04-07","17:29:04.56","1775582944562000000","","276.05289129791583","-150","-795.36658421641027","237.63107595479482","0","-473.99967629712592","-944.30576095305696","0","1","3585.8917684095104","530.2303474804263","-3629.8980507251031","1","0","0","0","0","0","0"
"1488","2026-04-07","17:29:04.56","1775582944564000000","","276.52432672848482","-150","-796.2998225200306","235.71771528449403","0","-466.61915181016411","-956.68033515039497","0","1","3690.2622434809018","522.77746138771022","-3726.4430463580425","1","0","0","0","0","0","0"
"1489","2026-04-07","17:29:04.56","1775582944566000000","","276.99188825269334","-150","-797.21789470310318","233.78076210426002","0","-459.03609153629077","-968.47659011700671","0","1","3791.5301369366716","515.13840670538491","-3819.5273411626545","1","0","0","0","0","0","0"
"1490","2026-04-07","17:29:04.56","1775582944568000000","","277.4555310620857","-150","-798.12040854760608","231.82140469617707","0","-451.25692225144576","-979.67870404147561","0","1","3889.5846424225056","507.32038551112458","-3909.0105971301623","1","0","0","0","0","0","0"
"1491","2026-04-07","17:29:04.57","1775582944570000000","","277.91521278945504","-150","-799.00698513229599","229.8408636846716","0","-443.2882923449597","-990.27050575273279","0","1","3984.3149532430289","499.33088503458924","-3994.7502382676703","1","0","0","0","0","0","0"
"1492","2026-04-07","17:29:04.57","1775582944572000000","","278.3708935731658","-150","-799.87725927593362","227.84039185538063","0","-435.137071818815","-1000.2359146454864","0","1","4075.610263072349","491.17768213943305","-4076.6014475780989","1","0","0","0","0","0","0"
"1493","2026-04-07","17:29:04.57","1775582944574000000","","278.82253612287866","-150","-800.73087998050971","225.821274856429","0","-426.81035228804376","-1009.5584994758156","0","1","4163.3597653856214","482.86884865150171","-4154.4167439656685","1","0","0","0","0","0","0"
"1494","2026-04-07","17:29:04.57","1775582944576000000","","279.27010578490865","-150","-801.56751087447094","223.78483101499569","0","-418.31544698061407","-1018.2219207166554","0","1","4247.4526537148449","474.4127567582907","-4228.0459466055045","1","0","0","0","0","0","0"
"1495","2026-04-07","17:29:04.57","1775582944578000000","","279.71357060899027","-150","-802.38683065594637","221.73241204080796","0","-409.65989073771425","-1026.2094870938654","0","1","4327.77812144991","465.81808533876244","-4297.3357097641265","1","0","0","0","0","0","0"
"1496","2026-04-07","17:29:04.58","1775582944580000000","","280.15290141467091","-150","-803.18853353597251","219.66540284032021","0","-400.85144001307071","-1033.504600243873","0","1","4404.2253623217675","457.09382643561548","-4362.1294515734799","1","0","0","0","0","0","0"
"1497","2026-04-07","17:29:04.58","1775582944582000000","","280.58807185911655","-150","-803.97232968171977","217.58522222282295","0","-391.8980728736301","-1040.0903087486313","0","1","4476.6835697203078","448.24929275105421","-4422.2668422806346","1","0","0","0","0","0","0"
"1498","2026-04-07","17:29:04.58","1775582944584000000","","281.01905850454108","-150","-804.73794565971855","215.49332271226262","0","-382.80798899938873","-1045.9497552801622","0","1","4545.0419371206863","439.29412535945374","-4477.5836958002346","1","0","0","0","0","0","0"
"1499","2026-04-07","17:29:04.58","1775582944586000000","","281.4458408869944","-150","-805.48512487908511","213.39119122666261","0","-373.58960968327892","-1051.0657428000059","0","1","4609.1896580549019","430.23830252133382","-4527.9114190599612","1","0","0","0","0","0","0"
"1500","2026-04-07","17:29:04.58","1775582944588000000","","281.86840158511058","-150","-806.21362803474699","211.2803490580859","0","-364.25157783094164","-1055.4210842883549","0","1","4669.0159261686404","421.09214888244725","-4573.0768194432867","1","0","0","0","0","0","0"
"1501","2026-04-07","17:29:04.59","1775582944590000000","","282.28672628937238","-150","-806.92323355066958","209.16235213090317","0","-354.8027579612949","-1058.9984635913652","0","1","4724.4099348233703","411.86634556112148","-4612.9016606628848","1","0","0","0","0","0","0"
"1502","2026-04-07","17:29:04.59","1775582944592000000","","282.70080387245838","-150","-807.61373802308174","207.03879154299898","0","-345.25223620607903","-1061.7802939520971","0","1","4775.2608776079342","402.57194115944486","-4647.2022008383074","1","0","0","0","0","0","0"
"1503","2026-04-07","17:29:04.59","1775582944594000000","","283.11062645926421","-150","-808.28495666370191","204.91129340291536","0","-335.60932031008406","-1063.7490700418084","0","1","4821.4579479974873","393.22036321006095","-4675.7889746919545","1","0","0","0","0","0","0"
"1504","2026-04-07","17:29:04.59","1775582944596000000","","283.51618949834585","-150","-808.93672374296398","202.78151954082091","0","-325.883539631036","-1064.8869310472264","0","1","4862.8903395240286","383.82343085035512","-4698.4661798529141","1","0","0","0","0","0","0"
"1505","2026-04-07","17:29:04.59","1775582944598000000","","283.91749183297588","-150","-809.56889303324294","200.65116731501575","0","-316.0846451394832","-1065.1761129025772","0","1","4899.4472457764005","374.39336778024187","-4715.0315350566243","1","0","0","0","0","0","0"
"1506","2026-04-07","17:29:04.60","1775582944600000000","","284.31453577362663","-150","-810.18133825208145","198.52197032537333","0","-306.22260941925106","-1064.5984948212117","0","1","4931.0178601160715","364.94281637183053","-4725.275704205671","1","0","0","0","0","0","0"
"1507","2026-04-07","17:29:04.60","1775582944602000000","","284.70732717006342","-150","-810.77395350541519","196.39569821839586","0","-296.3076266668736","-1063.1360534887335","0","1","4957.4913761887274","355.48485185679368","-4728.9822575184244","1","0","0","0","0","0","0"
"1508","2026-04-07","17:29:04.60","1775582944604000000","","285.09587548486661","-150","-811.34665373079918","194.27415740159404","0","-286.3501126919914","-1060.7704084009129","0","1","4978.756987441102","346.0329973757062","-4725.9272405437396","1","0","0","0","0","0","0"
"1509","2026-04-07","17:29:04.60","1775582944606000000","","285.48019386656131","-150","-811.89937514063354","192.15919084734878","0","-276.36070491718101","-1057.4832771226284","0","1","4994.7038874051941","336.60123863323651","-4715.8793712348479","1","0","0","0","0","0","0"
"1510","2026-04-07","17:29:04.60","1775582944608000000","","285.86029922417873","-150","-812.43207566538933","190.05267880871202","0","-266.35026237789816","-1053.2560193183826","0","1","5005.2212696414244","327.20403877571965","-4698.5999287584264","1","0","0","0","0","0","0"
"1511","2026-04-07","17:29:04.61","1775582944610000000","","286.23621230142203","-150","-812.94473539683486","187.95653862164841","0","-256.32986572276195","-1048.0700935318055","0","1","5010.198327568105","317.85635194546666","-4673.8434151264983","1","0","0","0","0","0","0"
"1512","2026-04-07","17:29:04.61","1775582944612000000","","286.60795775226757","-150","-813.43735703126117","185.87272542276878","0","-246.31081721315695","-1041.9065994398125","0","1","5009.5242548024999","308.57363583478934","-4641.3580553386564","1","0","0","0","0","0","0"
"1513","2026-04-07","17:29:04.61","1775582944614000000","","286.97556421616781","-150","-813.90996631270821","183.80323195012238","0","-236.30464072351742","-1034.7467363231999","0","1","5003.0882448197644","299.37186124080057","-4600.8872969943868","1","0","0","0","0","0","0"
"1514","2026-04-07","17:29:04.61","1775582944616000000","","287.33906439468944","-150","-814.36261247619109","181.75008926081659","0","-226.323081741441","-1026.5713446528935","0","1","4990.7794910382108","290.26751846401584","-4552.1713883923667","1","0","0","0","0","0","0"
"1515","2026-04-07","17:29:04.61","1775582944618000000","","287.69849512775528","-150","-814.79536869092533","179.71536653291764","0","-216.37810736712026","-1017.3613639494761","0","1","4972.4871871603682","281.27761787216195","-4494.9502959269412","1","0","0","0","0","0","0"
"1516","2026-04-07","17:29:04.62","1775582944620000000","","288.05389747132148","-150","-815.20833250355327","177.70117178309874","0","-206.48190631396801","-1007.0973749094492","0","1","4948.1005265761269","272.4196837384124","-4428.9670668747758","1","0","0","0","0","0","0"
"1517","2026-04-07","17:29:04.62","1775582944622000000","","288.40531677465401","-150","-815.60162628136982","175.70965166626706","0","-196.6468889082762","-995.76005841583992","0","1","4917.5087028459075","263.71173770991845","-4353.9730142469753","1","0","0","0","0","0","0"
"1518","2026-04-07","17:29:04.62","1775582944624000000","","288.75280275904669","-150","-815.97539765554882","173.74299219633826","0","-186.88568708950015","-983.3297349643999","0","1","4880.600909388022","255.17226999862547","-4269.7338556464929","1","0","0","0","0","0","0"
"1519","2026-04-07","17:29:04.62","1775582944626000000","","289.09640959613409","-150","-816.32981996436843","171.8034185437034","0","-177.21115440980384","-969.78682631743141","0","1","4837.2663398481563","246.82019340110378","-4176.0382987608436","1","0","0","0","0","0","0"
"1520","2026-04-07","17:29:04.62","1775582944628000000","","289.43619598764832","-150","-816.66509269643711","169.89319575711193","0","-167.63636603434406","-955.1113932957378","0","1","4787.3941877298876","238.67477701207753","-4072.7081945131258","1","0","0","0","0","0","0"
"1521","2026-04-07","17:29:04.63","1775582944630000000","","289.772225244769","-150","-816.98144193391988","168.01462856034277","0","-158.17461874138417","-939.28359838457709","0","1","4730.8736464799495","230.75555339850911","-3959.6118067842099","1","0","0","0","0","0","0"
"1522","2026-04-07","17:29:04.63","1775582944632000000","","290.10456536891894","-150","-817.27912079576436","166.17006207496843","0","-148.83943092223717","-922.28324268717188","0","1","4667.5939095734975","223.08219500277082","-3836.6791978691454","1","0","0","0","0","0","0"
"1523","2026-04-07","17:29:04.63","1775582944634000000","","290.433289132151","-150","-817.55840988092609","164.36188161603127","0","-139.64454258086789","-904.09022946857931","0","1","4597.4441706846392","215.67435267314957","-3703.9211648106229","1","0","0","0","0","0","0"
"1524","2026-04-07","17:29:04.63","1775582944636000000","","290.75847415892349","-150","-817.81961771159513","162.59251338624381","0","-130.60391533451821","-884.68411489373011","0","1","4520.3136231748431","208.55145194882215","-3561.4503621637114","1","0","0","0","0","0","0"
"1525","2026-04-07","17:29:04.63","1775582944638000000","","291.08020300781624","-150","-818.06308117642152","160.86442444637328","0","-121.73173241319546","-864.04446993526562","0","1","4436.0914606613733","201.7324409429003","-3409.5055029609257","1","0","0","0","0","0","0"
"1526","2026-04-07","17:29:04.64","1775582944640000000","","291.39856325376326","-150","-818.28916597374143","159.1801229735097","0","-113.04239865995669","-842.15073643179039","0","1","4344.6668766193852","195.23548715502068","-3248.4768939398095","1","0","0","0","0","0","0"
"1527","2026-04-07","17:29:04.64","1775582944642000000","","291.71364757138588","-150","-818.49826705480336","157.54215881131017","0","-104.55054053096546","-818.98208109976167","0","1","4245.9290644956127","189.07762249469164","-3078.9323301645195","1","0","0","0","0","0","0"
"1528","2026-04-07","17:29:04.64","1775582944644000000","","292.02555381797441","-150","-818.69080906699355","155.95312329426747","0","-96.271006095093981","-794.51775852135142","0","1","4139.7672179357414","183.27433884698266","-2901.6418238544902","1","0","0","0","0","0","0"
"1529","2026-04-07","17:29:04.64","1775582944646000000","","292.33438511791678","-150","-818.86724679706231","154.41564997118462","0","-88.218865034377814","-768.73666154142484","0","1","4026.0705303580835","177.83914390250865","-2717.5974722370029","1","0","0","0","0","0","0"
"1530","2026-04-07","17:29:04.64","1775582944648000000","","292.64024994671809","-150","-819.02806561434954","152.93241440065231","0","-80.409408643618008","-741.61778526615763","0","1","3904.7281953799029","172.7830905292216","-2528.0266866435281","1","0","0","0","0","0","0"
"1531","2026-04-07","17:29:04.65","1775582944650000000","","292.94326221646662","-150","-819.17378191401133","151.50613487426767","0","-72.858149830892671","-713.13976319231642","0","1","3775.6294063626683","168.11430308370728","-2334.393722757156","1","0","0","0","0","0","0"
"1532","2026-04-07","17:29:04.65","1775582944652000000","","293.24354136089198","-150","-819.30494356024553","150.13957221268015","0","-65.580823117102227","-683.2813307937613","0","1","3638.663356895222","163.8375277673685","-2138.3876581693926","1","0","0","0","0","0","0"
"1533","2026-04-07","17:29:04.65","1775582944654000000","","293.54121242186983","-150","-819.42213032951724","148.83553048892395","0","-58.593384635855728","-652.02086187809982","0","1","3493.7192406232498","159.95374287275914","-1941.8924473046814","1","0","0","0","0","0","0"
"1534","2026-04-07","17:29:04.65","1775582944656000000","","293.83640613551501","-150","-819.52595435378578","147.59685682258805","0","-51.912012134266661","-619.33683316794941","0","1","3340.6862507945334","156.45986433502938","-1746.9392688648782","1","0","0","0","0","0","0"
"1535","2026-04-07","17:29:04.65","1775582944658000000","","294.1292590197271","-150","-819.61706056372975","146.42644210604772","0","-45.553104971986613","-585.20735827016779","0","1","3179.4535811400237","153.34858434437723","-1555.639995326075","1","0","0","0","0","0","0"
"1536","2026-04-07","17:29:04.66","1775582944660000000","","294.41991346132068","-150","-819.6961271319733","145.32722079678706","0","-39.533284121773704","-549.6106546303281","0","1","3009.9104251064546","150.60837180572329","-1370.1062693269675","1","0","0","0","0","0","0"
"1537","2026-04-07","17:29:04.66","1775582944662000000","","294.70851780460754","-150","-819.76386591631194","144.30217164343162","0","-33.869392169322055","-512.52457667771978","0","1","2831.9459762258248","148.22365690715409","-1192.3574492846001","1","0","0","0","0","0","0"
"1538","2026-04-07","17:29:04.66","1775582944664000000","","294.99522643956624","-150","-819.82102290293881","143.3543174793499","0","-28.578493313432318","-473.9270820408592","0","1","2645.4494279448681","146.17520521632983","-1024.2258454121327","1","0","0","0","0","0","0"
"1539","2026-04-07","17:29:04.66","1775582944666000000","","295.28019989146173","-150","-819.86837864967026","142.48672594774803","0","-23.677873365727464","-433.79576580093726","0","1","2450.309973852427","144.44067556762559","-867.26482435211949","1","0","0","0","0","0","0"
"1540","2026-04-07","17:29:04.66","1775582944668000000","","295.56360491005319","-150","-819.9067487291718","141.70250929572603","0","-19.185039750766464","-392.1083260109981","0","1","2246.4168074805002","142.99533870355287","-722.66843203635744","1","0","0","0","0","0","0"
"1541","2026-04-07","17:29:04.67","1775582944670000000","","295.84561456024989","-150","-819.93698417218457","141.00482509834933","0","-15.117721506385351","-348.84209868835114","0","1","2033.6591221905564","141.81292678934707","-591.20595710290047","1","0","0","0","0","0","0"
"1542","2026-04-07","17:29:04.67","1775582944672000000","","296.12640831235888","-150","-819.95997191075048","140.39687605449558","0","-11.493869282958258","-303.97452192687524","0","1","1811.9261117135466","140.86657459083446","-473.17609925630677","1","0","0","0","0","0","0"
"1543","2026-04-07","17:29:04.67","1775582944674000000","","296.40617213377863","-150","-819.97663522143853","139.88191070987455","0","-8.3316553440226926","-257.48267231051614","0","1","1581.1069694677826","140.1298163297765","-368.37913052897875","1","0","0","0","0","0","0"
"1544","2026-04-07","17:29:04.67","1775582944676000000","","296.68509858028312","-150","-819.9879341685712","139.46322325224969","0","-5.6494735663363826","-209.3437288124278","0","1","1341.090888843155","139.57760275733199","-276.10678622225748","1","0","0","0","0","0","0"
"1545","2026-04-07","17:29:04.67","1775582944678000000","","296.96338688875471","-150","-819.9948660474497","139.14415423579385","0","-3.4659394392519971","-159.53450822792092","0","1","1091.7670635421928","139.187314056242","-195.14435054499302","1","0","0","0","0","0","0"
"1546","2026-04-07","17:29:04.68","1775582944680000000","","297.24124306950495","-150","-819.99846582757971","138.92809037511711","0","-1.7998900650013638","-108.03193033837033","0","1","833.02468712531663","138.9397491703609","-123.78244294055207","1","0","0","0","0","0","0"
"1547","2026-04-07","17:29:04.68","1775582944682000000","","297.51887999998871","-150","-819.99980659589869","138.8184652418829","0","-0.67038415949127739","-54.812566617101766","0","1","564.75295275504322","138.82008394693165","-59.832611714625727","1","0","0","0","0","0","0"
"1548","2026-04-07","17:29:04.68","1775582944684000000","","297.79648000001907","-150","-820","138.80000001518056","0","-0.096702050655039784","-9.2326133511733133","0","1","286.8410544181188","138.8000337013674","-10.02512278212464","1","0","0","0","0","0","0"
"1549","2026-04-07","17:29:04.68","1775582944686000000","","298.07407999999123","-150","-820","138.79999998607673","0","0","-1.4551915228366852E-05","0","1","48.351025327519892","138.79999998607673","-0.016857645334766858","1","0","0","0","0","0","0"
"1550","2026-04-07","17:29:04.68","1775582944688000000","","298.35168000002159","-150","-820","138.80000001518056","0","0","1.4551915228366852E-05","0","1","0","138.80000001518056","1.4551915228366852E-05","1","0","0","0","0","0","0"
"1551","2026-04-07","17:29:04.69","1775582944690000000","","298.62927999999374","-150","-820","138.79999998607673","0","0","-1.4551915228366852E-05","0","1","0","138.79999998607673","-1.4551915228366852E-05","1","0","0","0","0","0","0"
"1552","2026-04-07","17:29:04.69","1775582944692000000","","298.9068800000241","-150","-820","138.80000001518056","0","0","1.4551915228366852E-05","0","1","0","138.80000001518056","1.4551915228366852E-05","1","0","0","0","0","0","0"
"1553","2026-04-07","17:29:04.69","1775582944694000000","","299.18447999999626","-150","-820","138.79999998607673","0","0","-1.4551915228366852E-05","0","1","0","138.79999998607673","-1.4551915228366852E-05","1","0","0","0","0","0","0"
"1554","2026-04-07","17:29:04.69","1775582944696000000","","299.46208000002662","-150","-820","138.80000001518056","0","0","1.4551915228366852E-05","0","1","0","138.80000001518056","1.4551915228366852E-05","1","0","0","0","0","0","0"
"1555","2026-04-07","17:29:04.69","1775582944698000000","","299.73967999999877","-150","-820","138.79999998607673","0","0","-1.4551915228366852E-05","0","1","0","138.79999998607673","-1.4551915228366852E-05","1","0","0","0","0","0","0"
"1556","2026-04-07","17:29:04.70","1775582944700000000","","300.01728000002913","-150","-820","138.80000001518056","0","0","1.4551915228366852E-05","0","1","0","138.80000001518056","1.4551915228366852E-05","1","0","0","0","0","0","0"
"1557","2026-04-07","17:29:04.70","1775582944702000000","","300.29488000000129","-150","-820","138.79999998607673","0","0","-1.4551915228366852E-05","0","1","0","138.79999998607673","-1.4551915228366852E-05","1","0","0","0","0","0","0"
"1558","2026-04-07","17:29:04.70","1775582944704000000","","300.57248000003165","-150","-820","138.80000001518056","0","0","1.4551915228366852E-05","0","1","0","138.80000001518056","1.4551915228366852E-05","1","0","0","0","0","0","0"
"1559","2026-04-07","17:29:04.70","1775582944706000000","","300.8500800000038","-150","-820","138.79999998607673","0","0","-1.4551915228366852E-05","0","1","0","138.79999998607673","-1.4551915228366852E-05","1","0","0","0","0","0","0"
"1560","2026-04-07","17:29:04.70","1775582944708000000","","301.12768000003416","-150","-820","138.80000001518056","0","0","1.4551915228366852E-05","0","1","0","138.80000001518056","1.4551915228366852E-05","1","0","0","0","0","0","0"
"1561","2026-04-07","17:29:04.71","1775582944710000000","","301.40528000000631","-150","-820","138.79999998607673","0","0","-1.4551915228366852E-05","0","1","0","138.79999998607673","-1.4551915228366852E-05","1","0","0","0","0","0","0"
